Month	Hour	Station_Type	Area	Pm25	Precipitation	Wind_direction	Wind_speed	Air_temperature	Air_humedity
December	0	Traffic	South	31,9546	0	221,465	0,670663	18,4643	76,8999
December	1	Traffic	South	24,8363	0	256,622	0,549479	18,2618	77,4215
December	2	Traffic	South	27,1817	0	220,625	1,12973	18,0474	78,5475
December	3	Traffic	South	24,8113	0	237,184	1,05041	17,9679	77,9882
December	4	Traffic	South	17,7194	0	225,54	0,605169	17,9193	78,8812
December	5	Traffic	South	25,9748	0	227,626	0,748188	17,7661	79,9743
December	6	Traffic	South	28,3052	0	227,727	0,923718	17,4486	81,8399
December	7	Traffic	South	31,8533	0	250,006	1,08823	17,5399	80,9669
December	8	Traffic	South	37,8401	0	210,112	0,539725	18,2172	78,0418
December	9	Traffic	South	42,7192	0	233,616	0,390173	19,2378	73,0997
December	10	Traffic	South	33,3314	0	76,4064	0,828789	20,1654	70,4157
December	11	Traffic	South	42,7754	0	182,942	0,592941	19,6228	73,8346
December	12	Traffic	South	48,7382	0,5	313,954	0,871571	19,7532	72,2583
December	13	Traffic	South	71,825	0,1	44,9121	0,339983	21,81	63,3104
December	14	Traffic	South	26,2162	0,1	71,9451	2,51072	20,4707	70,3747
December	15	Traffic	South	42,9005	0	96,957	0,901229	20,4789	69,9926
December	16	Traffic	South	51,2174	0	233,936	1,94403	20,3364	69,2405
December	17	Traffic	South	25,0916	0	199,243	0,919129	21,2574	66,2268
December	18	Traffic	South	21,4407	0	233,834	1,33493	20,3485	69,9018
December	19	Traffic	South	8,3163	0	260,822	1,01867	19,5837	73,6989
December	20	Traffic	South	2,3704	0	262,629	0,823718	18,8833	74,6913
December	21	Traffic	South	29,552	0	258,205	1,46992	18,1136	75,5004
December	22	Traffic	South	28,3273	0	241,866	1,36473	17,6761	79,0524
December	23	Traffic	South	31,8704	0	237,519	2,26932	17,696	78,5397
December	0	Traffic	South	22,423	0	243,002	1,96383	17,6397	78,3685
December	1	Traffic	South	31,858	0	221,188	0,873952	17,5826	78,4335
December	2	Traffic	South	25,95	0	239,192	0,518331	17,4893	79,9639
December	3	Traffic	South	30,6176	1,5	331,561	0,116678	17,0095	85,7405
December	4	Traffic	South	31,7356	2,1	255,416	0,171296	16,4653	89,2428
December	5	Traffic	South	39,9748	0,2	256,235	0,184507	16,5487	89,4635
December	6	Traffic	South	35,2673	0	247,802	0,158605	16,5107	88,4043
December	7	Traffic	South	38,8214	0	251,405	0,1907	16,715	85,4301
December	8	Traffic	South	34,2553	0	316,253	0,034058	17,9008	81,42
December	9	Traffic	South	48,7624	0	66,9945	0,480141	19,899	72,2661
December	10	Traffic	South	46,5799	0	80,2675	0,629805	21,1382	65,1714
December	11	Traffic	South	47,9482	0	76,6275	0,852546	22,2094	58,8579
December	12	Traffic	South	48,2484	0	45,5948	0,810004	24,059	52,0483
December	13	Traffic	South	82,2443	0	106,527	0,952963	24,8635	48,3279
December	14	Traffic	South	36,3117	0	181,201	1,43999	25,0889	49,1231
December	15	Traffic	South	20,2548	1,3	111,87	0,931532	20,4249	68,7499
December	16	Traffic	South	22,5608	0	199,816	0,791762	19,4261	76,5062
December	17	Traffic	South	20,2339	0	190,052	0,255683	20,1218	71,8032
December	18	Traffic	South	8,3163	0	173,614	0,349354	19,5822	74,4806
December	19	Traffic	South	4,7348	0	226,15	0,707111	18,515	79,8981
December	20	Traffic	South	34,2527	0	227,728	1,49803	17,8786	80,9657
December	21	Traffic	South	34,2507	0	210,043	0,434887	17,8614	79,7201
December	22	Traffic	South	33,0593	0	230,15	1,16638	17,7703	79,6196
December	23	Traffic	South	34,1847	0	226,748	1,8073	17,301	80,4136
December	0	Traffic	South	30,622	0	226,082	2,22028	17,0515	79,3728
December	1	Traffic	South	24,7361	0	220,25	1,25775	17,0861	79,2697
December	2	Traffic	South	25,9146	0	227,462	1,44801	17,0922	80,5142
December	3	Traffic	South	32,9793	0	236,42	1,61355	17,0668	81,4054
December	4	Traffic	South	22,3796	0,6	224,253	0,366339	17,0765	82,7193
December	5	Traffic	South	23,52	0,1	235,8	0,232762	16,6155	87,0482
December	6	Traffic	South	17,6499	0	244,915	0,183237	16,7776	86,2118
December	7	Traffic	South	25,8652	9,1	247,573	0,107129	16,5392	88,4964
December	8	Traffic	South	35,2957	1,8	231,637	0,101791	16,7443	88,9826
December	9	Traffic	South	24,693	10,6	232,719	0,753589	16,5804	86,7665
December	10	Traffic	South	28,2527	2,7	222,717	0,868149	16,9096	85,7383
December	11	Traffic	South	20,3089	0	222,245	0,521105	21,2087	64,7661
December	12	Traffic	South	15,6469	0	37,8927	0,757917	23,4186	52,6385
December	13	Traffic	South	51,8943	0	180,179	1,08951	24,2151	49,8431
December	14	Traffic	South	42,0613	0,1	177,087	2,49848	22,9606	56,8142
December	15	Traffic	South	17,9453	0	192,262	1,0923	21,6297	62,7072
December	16	Traffic	South	9,6512	0	211,989	1,59678	24,1056	52,3271
December	17	Traffic	South	12,0139	0	36,6568	1,17699	22,8719	55,8875
December	18	Traffic	South	21,5315	0	77,499	1,37419	21,5904	59,7457
December	19	Traffic	South	10,7114	0	209,756	0,33389	20,1038	69,4679
December	20	Traffic	South	5,9282	0	245,783	0,593867	18,9879	75,1411
December	21	Traffic	South	3,5448	0	229,222	0,607816	17,9924	79,7128
December	22	Traffic	South	30,6805	0	221,244	1,2514	17,6056	79,9744
December	23	Traffic	South	31,8377	0	231,449	1,53283	17,3976	80,0267
December	0	Traffic	Center	26	2	56,3243	0,19982	18,3145	92,3062
December	1	Traffic	Center	22	0,5	190,961	0,263146	18,1511	94,2374
December	2	Traffic	Center	25	0	295,138	0,0443624	18,2488	94,3565
December	3	Traffic	Center	29	0	300,983	0,0965474	18,2915	94,0468
December	4	Traffic	Center	32	0	8,57335	0,0516443	18,6553	91,3119
December	5	Traffic	Center	35	0	12,199	0,19119	18,6792	90,6933
December	6	Traffic	Center	30	0	11,8593	0,62895	18,6338	89,0325
December	7	Traffic	Center	33	0	22,3914	0,933032	18,7421	83,3023
December	8	Traffic	Center	40	0	0,410061	0,551186	19,4341	80,0573
December	9	Traffic	Center	54	0	333,11	0,613453	20,466	74,9239
December	10	Traffic	Center	43	0	1,14655	0,503522	21,7468	66,6555
December	11	Traffic	Center	33	0	30,5909	1,07572	22,7115	60,2448
December	12	Traffic	Center	29	0	169,092	0,0869881	24,3492	52,4231
December	13	Traffic	Center	22	0	21,327	0,425532	25,9008	44,663
December	14	Traffic	Center	30	0	14,1267	0,649429	26,9812	40,6737
December	15	Traffic	Center	26	0,6	111,942	0,676815	21,318	69,8212
December	16	Traffic	Center	28	0	194,435	1,06925	20,8308	72,5358
December	17	Traffic	Center	31	0	214,634	0,614818	21,2905	68,7064
December	18	Traffic	Center	32	0	201,956	0,612942	21,459	67,9771
December	19	Traffic	Center	27	0	211,79	0,853765	21,0387	67,2568
December	20	Traffic	Center	37	0	211,4	0,91714	20,6033	71,9298
December	21	Traffic	Center	28	0	173,295	0,661782	20,488	70,9617
December	22	Traffic	Center	21	0	181,896	0,730504	19,9941	66,7481
December	23	Traffic	Center	26	0	189,939	0,602067	19,6131	69,2812
December	0	Traffic	Center	23	0	235,936	1,11829	19,0684	72,4347
December	1	Traffic	Center	34	0	196,149	0,674773	18,5134	75,1216
December	2	Traffic	Center	20	0	198,902	0,639261	18,2402	74,2644
December	3	Traffic	Center	18	0	243,548	0,912302	17,954	74,3729
December	4	Traffic	Center	23	0	214,335	0,798878	17,9585	73,3501
December	5	Traffic	Center	24	0	227,611	0,81038	18,1718	73,756
December	6	Traffic	Center	37	0	225,82	0,785569	18,044	73,061
December	7	Traffic	Center	34	0	236,083	0,769392369	18,3708	71,9952
December	8	Traffic	Center	47	0	197,184	0,424935	19,4305	68,0261
December	9	Traffic	Center	39	0	162,966	0,33449	21,3785	59,4163
December	10	Traffic	Center	35	0	135,655	0,352754	22,2001	54,9284
December	11	Traffic	Center	40	0	161,692	0,903092	23,8475	49,6625
December	12	Traffic	Center	32	0	203,534	0,790325	25,6051	43,3966
December	13	Traffic	Center	27	0	161,29	0,485475	27,0655	36,8798
December	14	Traffic	Center	27	0	226,407	0,806331	27,6128	37,0669
December	15	Traffic	Center	24	8,4	212,807	1,3514	20,6986	76,1415
December	16	Traffic	Center	25	0	214,254	0,519815	19,2973	84,3113
December	17	Traffic	Center	42	0	225,752	0,764323	20,7759	73,8711
December	18	Traffic	Center	36	0	180,947	0,593291	21,2908	72,812
December	19	Traffic	Center	46	0	249,752	0,539153	21,3444	71,3456
December	20	Traffic	Center	47	0	252,395	0,811887	21,1084	74,0455
December	21	Traffic	Center	54	0	228,061	1,15208	21,0079	73,733
December	22	Traffic	Center	48	0	312,422	0,261107	20,8476	74,9371
December	23	Traffic	Center	37	0	5,84357	0,451377	20,8257	73,8786
December	0	Traffic	Center	30	0	14,466	0,763647	20,2229	76,9257
December	1	Traffic	Center	30	0	12,3183	0,650689	19,8664	77,3523
December	2	Traffic	Center	22	0	0,570604	0,687008	19,6757	76,905
December	3	Traffic	Center	25	0	346,501	0,786885	19,3199	79,038
December	4	Traffic	Center	19	0	12,0556	0,918076708	19,0765	80,1348
December	5	Traffic	Center	25	0	327,297	0,826721	19,1556	78,9897
December	6	Traffic	Center	25	0	11,5135	0,975485	18,8216	79,977
December	7	Traffic	Center	36	0	17,1617	0,942436	18,6947	79,7487
December	8	Traffic	Center	29	0	24,7705	0,847666	18,8634	77,5009
December	9	Traffic	Center	33	0	30,1449	1,1204	19,1161	73,6873
December	10	Traffic	Center	29	0	26,1686	0,950184	20,5317	66,0137
December	11	Traffic	Center	25	0	24,7264	1,29539	21,5524	61,2992
December	12	Traffic	Center	14	0	12,8702	0,86569	24,6119	47,4087
December	13	Traffic	Center	13	0	21,5865	1,39082	25,2974	44,8369
December	14	Traffic	Center	19	0	5,00388	0,900848	26,1147	45,0161
December	15	Traffic	Center	17	0	17,3801	1,32018	26,3794	43,9906
December	16	Traffic	Center	13	0	19,8159	1,26593	26,6843	41,8136
December	17	Traffic	Center	12	0	343,233	0,47802	26,5859	41,6949
December	18	Traffic	Center	16	0	38,654	0,81326	24,4186	51,8926
December	19	Traffic	Center	13	0	20,8206	0,770763	22,7946	62,2359
December	20	Traffic	Center	13	0	13,4586	0,459361	22,0329	68,1633
December	21	Traffic	Center	18	0	14,7741	0,796735	21,5793	71,1807
December	22	Traffic	Center	24	0	19,9949	0,666416	21,103	74,7376
December	23	Traffic	Center	13	0	20,869	0,912646	20,6564	76,9605
December	0	Traffic	Center	22	0	19,5651	0,737279	20,2883	78,5406
December	1	Traffic	Center	25	0	22,6174	0,7971	20,0504	77,8776
December	2	Traffic	Center	24	0	29,7323	0,666693	19,5931	79,7199
December	3	Traffic	Center	25	0	34,3817	0,74387	19,3072	78,907
December	4	Traffic	Center	21	0	5,37484	1,0953	19,1808	77,7823
December	5	Traffic	Center	23	0	352,86	0,84221	18,8157	79,427
December	6	Traffic	Center	27	0	101,282	0,578709	18,5384	74,6572
December	7	Traffic	Center	47	0	268,698	1,03434	18,8126	74,9339
December	8	Traffic	Center	54	0	8,7812	0,443186	19,5903	75,6063
December	9	Traffic	Center	43	0	305,23	0,230981	21,5242	64,8743
December	10	Traffic	Center	31	0	18,0917	0,665133	23,7765	50,9007
December	11	Traffic	Center	26	0	21,8549	1,33278	25,2101	44,3646
December	12	Traffic	Center	27	0	18,1685	1,02171	25,6412	43,4344
December	13	Traffic	Center	26	0	24,4847	0,890397	25,8105	44,3285
December	14	Traffic	Center	27	0	30,8867	0,912593	26,1307	42,818
December	15	Traffic	Center	27	0	18,2257	1,44345	27,4747	38,3363
December	16	Traffic	Center	27	0	24,3383	1,1927	27,8037	34,4273
December	17	Traffic	Center	24	0	23,1275	1,20029	27,4896	36,5472
December	18	Traffic	Center	26	0	25,4733	0,914951	26,1282	42,5559
December	19	Traffic	Center	34	0	18,6307	0,758858	23,7223	60,3143
December	20	Traffic	Center	28	0	22,0615	1,15408	22,8172	66,162
December	21	Traffic	Center	27	0	13,9451	0,695813	22,3127	68,1195
December	22	Traffic	Center	22	0	15,8588	0,805214	21,6497	72,2546
December	23	Traffic	Center	23	0	26,5389	0,756265	21,1446	75,9085
December	0	Traffic	Center	23	0	14,0389	0,968094717	20,9196	76,6795
December	1	Traffic	Center	11	4,7	24,1304	0,847238	19,3239	83,1162
December	2	Traffic	Center	10	1	21,4364	1,60377	17,7013	92,3617
December	3	Traffic	Center	12	0	304,74	0,319351	17,8844	89,3097
December	4	Traffic	Center	17	0	28,5505	0,481227	18,0065	87,8571
December	5	Traffic	Center	18	0	0,433161	0,701067	18,0098	86,6835
December	6	Traffic	Center	25	0	243,128	0,484577	18,1444	85,5378
December	7	Traffic	Center	40	0	226,446	1,07172	18,3915	81,9129
December	8	Traffic	Center	50	0	299,44	0,383839	19,2373	77,8204
December	9	Traffic	Center	48	0	33,0557	0,460332	21,2805	65,3915
December	10	Traffic	Center	35	0	341,77	0,199001	23,5168	54,0779
December	11	Traffic	Center	21	0	0,244663	0,650568	25,856	41,9103
December	12	Traffic	Center	14	0	19,119	0,627895	27,7213	32,7896
December	13	Traffic	Center	20	0	102,825	0,654588	28,8909	26,4157
December	14	Traffic	Center	19	0	47,6488	0,960235	29,5419	23,9463
December	15	Traffic	Center	13	0	49,7643	1,09074	29,6283	24,9784
December	16	Traffic	Center	13	0	71,9369	0,685906	29,2726	26,266
December	17	Traffic	Center	19	0	53,7249	0,977916	28,4806	28,3675
December	18	Traffic	Center	24	0	52,6757	0,826296	27,1199	32,0016
December	19	Traffic	Center	28	0	29,0737	0,990026	24,6683	56,3246
December	20	Traffic	Center	23	0	31,489	0,879706	23,5882	63,4377
December	21	Traffic	Center	20	0	18,2504	0,981479	22,9596	66,1021
December	22	Traffic	Center	19	0	16,5398	1,09022	22,3839	70,5126
December	23	Traffic	Center	16	0	22,5878	0,777396	21,998	71,6985
December	0	Traffic	Center	17	0	24,587	0,664602	21,585	73,2338
December	1	Traffic	Center	18	0	22,2798	0,718058	20,8972	78,9442
December	2	Traffic	Center	27	0	10,6842	0,649736	20,3819	80,612
December	3	Traffic	Center	17	0	39,6438	0,531674	19,9545	79,3933
December	4	Traffic	Center	25	0	12,1681	0,809171	19,554	79,8357
December	5	Traffic	Center	24	0	346,302	0,67775	19,2499	71,8717
December	6	Traffic	Center	37	0	280,507	0,365369	18,9684	77,9197
December	7	Traffic	Center	39	0	40,0494	0,943325	19,3286	70,4717
December	8	Traffic	Center	50	0	47,2687	0,487989	21,0532	64,8708
December	9	Traffic	Center	47	0	21,2596	0,482975	22,159	58,7526
December	10	Traffic	Center	31	0	28,589	0,973591	24,5915	44,2069
December	11	Traffic	Center	35	0	27,6287	1,15199	26,9031	33,4841
December	12	Traffic	Center	24	0	65,6574	0,484535	28,4732	26,1167
December	13	Traffic	Center	16	0	56,8854	0,737478	29,5612	21,7026
December	14	Traffic	Center	18	0	61,1045	0,876215	30,3603	20,9901
December	15	Traffic	Center	15	0	66,1809	1,3237	29,291	24,1111
December	16	Traffic	Center	12	0	74,6705	0,96186	28,5799	24,7124
December	17	Traffic	Center	19	0	114,602	0,666477	27,8855	27,2172
December	18	Traffic	Center	18	0	351,107	0,372429	26,5397	32,883
December	19	Traffic	Center	23	0	159,346	0,0037958	24,9967	47,3363
December	20	Traffic	Center	33	0	21,5914	0,692934	23,683	60,3385
December	21	Traffic	Center	26	0	26,3423	0,983685	22,757	66,4498
December	22	Traffic	Center	28	0	11,8827	0,7587	22,2202	70,3221
December	23	Traffic	Center	21	0	16,2288	1,10282	21,7828	73,3161
December	0	Traffic	Center	18	0	22,4829	1,02132	21,6205	72,1024
December	1	Traffic	Center	29	0	22,1123	0,9785	21,3696	70,4301
December	2	Traffic	Center	26	0	23,878	0,682731	20,921	73,0766
December	3	Traffic	Center	22	0	19,4852	0,801285	20,49	74,8304
December	4	Traffic	Center	15	0	5,98117	0,713901	20,3	74,3047
December	5	Traffic	Center	17	0	13,4107	0,947311816	19,9334	75,7604
December	6	Traffic	Center	38	0	1,79297	0,691707	19,5856	77,4911
December	7	Traffic	Center	48	0	22,5439	0,587594	19,5152	76,9791
December	8	Traffic	Center	48	0	3,25467	0,456814	20,9384	68,3689
December	9	Traffic	Center	48	0	52,0649	0,631606	22,5243	59,3259
December	10	Traffic	Center	38	0	351,807	0,774713226	24,0165	49,6086
December	11	Traffic	Center	20	0	18,9856	0,469347	25,7937	40,8278
December	12	Traffic	Center	27	0	332,926	0,338467	27,3641	35,2032
December	13	Traffic	Center	28	0	276,34	0,223768	28,3617	31,6999
December	14	Traffic	Center	26	0	29,8647	0,473186	28,5679	31,9408
December	15	Traffic	Center	21	0	55,0094	0,439186	28,023	30,1061
December	16	Traffic	Center	12	0	79,4011	0,572297	28,5066	25,7676
December	17	Traffic	Center	29	0	198,544	0,544998	27,0678	39,3136
December	18	Traffic	Center	29	0	26,5337	1,07143	25,1695	50,8099
December	19	Traffic	Center	28	0	16,4035	0,641762	23,8628	60,1421
December	20	Traffic	Center	30	0	23,0969	1,02686	22,937	64,3182
December	21	Traffic	Center	31	0	22,7308	1,11349	22,1323	69,9713
December	22	Traffic	Center	30	0	22,3724	1,01	21,6634	73,5529
December	23	Traffic	Center	26	0	20,9137	0,774147	21,3765	73,9447
December	0	Traffic	Center	32	0	132,6020894	0,887994	21,0896	74,3497
December	1	Traffic	Center	30	0	17,0897	1,07333	20,4734	75,427
December	2	Traffic	Center	25	0	15,525	0,788305	20,3957	73,2751
December	3	Traffic	Center	23	0	3,57411	0,528964	20,1716	74,4025
December	4	Traffic	Center	22	0	16,7204	0,728525	19,7592	75,1333
December	5	Traffic	Center	18	0	12,181	0,516924	19,336	76,4813
December	6	Traffic	Center	27	0	279,718	0,997428	19,1347	76,9939
December	7	Traffic	Center	23	0	237,288	0,924954	19,287	76,5057
December	8	Traffic	Center	32	0	213,891	0,39096	20,1822	73,1537
December	9	Traffic	Center	39	0	132,963	0,224057	21,4125	65,5791
December	10	Traffic	Center	33	0	180,57	0,102267	23,3002	54,6519
December	11	Traffic	Center	47	0	201,022	0,425356	24,7224	48,6928
December	12	Traffic	Center	30	0	196,718	0,819971	26,1682	41,4755
December	13	Traffic	Center	26	0	183,225	1,06804	26,7639	38,6995
December	14	Traffic	Center	19	0	140,91	0,863993	26,603	40,1579
December	15	Traffic	Center	18	0	146,071	0,875417	22,9951	52,3996
December	16	Traffic	Center	17	0,5	28,5228	0,494699	20,9471	65,5551
December	17	Traffic	Center	19	0,1	312,809	0,350753	20,9844	62,9723
December	18	Traffic	Center	24	0	258,511	0,640917	20,6252	67,3633
December	19	Traffic	Center	26	0	242,836	0,826043	20,8749	68,9534
December	20	Traffic	Center	33	0	250,065	0,597323	20,8598	69,051
December	21	Traffic	Center	34	0	332,207	0,174078	20,7656	68,4285
December	22	Traffic	Center	38	0	8,83016	0,798632	20,5346	67,2761
December	23	Traffic	Center	24	7,2	23,1561	0,999039	18,2076	84,9576
December	0	Traffic	Center	25	3,3	337,59	0,0194922	16,9158	93,6161
December	1	Traffic	Center	28	5,8	271,06	0,089064	17,0072	94,2269
December	2	Traffic	Center	20	0,9	247,196	0,118034	17,0207	94,679
December	3	Traffic	Center	18	2,2	228,205	0,215026	17,0458	94,5608
December	4	Traffic	Center	21	2,5	307,795	0,0431492	17,1161	94,3201
December	5	Traffic	Center	13	0,6	303,294	0,0193706	17,1799	92,8587
December	6	Traffic	Center	17	0	234,711	0,268555	17,381	91,3896
December	7	Traffic	Center	35	0	222,87	0,230321	17,5899	88,5473
December	8	Traffic	Center	32	0	220,968	0,55639	18,3838	83,6746
December	9	Traffic	Center	36	0	136,912	0,360148	20,4926	69,7535
December	10	Traffic	Center	39	0	339,362	0,518166	22,3846	57,7826
December	11	Traffic	Center	44	0	14,9811	0,450559	24,0317	48,0896
December	12	Traffic	Center	31	0	354,695	0,338788	24,8475	44,4137
December	13	Traffic	Center	30	0	18,9045	0,442367	26,0095	41,7458
December	14	Traffic	Center	27	0	345,081	0,600014	26,5169	39,5383
December	15	Traffic	Center	26	0,1	229,971	0,389158	23,8675	51,4942
December	16	Traffic	Center	9	0,1	227,309	0,51841	19,3476	69,5464
December	17	Traffic	Center	20	0,9	127,881	0,116708	19,5036	72,9877
December	18	Traffic	Center	25	0,2	259,465	0,238174	18,5201	80,6031
December	19	Traffic	Center	32	0	268,854	0,618983	18,8648	80,4962
December	20	Traffic	Center	27	0	290,966	1,1969	18,8002	77,2158
December	21	Traffic	Center	46	0	281,304	1,36305	18,82	78,9118
December	22	Traffic	Center	43	0	267,2	0,907507	18,9063	75,3496
December	23	Traffic	Center	40	0	263,096	1,42576	18,8485	74,8641
December	0	Traffic	Center	46	0	292,855	1,03859	18,6487	77,4877
December	1	Traffic	Center	43	0	271,587	0,945825	18,5856	77,0406
December	2	Traffic	Center	49	0	336,84	0,732689	18,3042	80,7377
December	3	Traffic	Center	56	0	280,707	1,44415	18,3095	80,7406
December	4	Traffic	Center	47	0	301,944	1,13158	18,2726	80,7537
December	5	Traffic	Center	46	0	321,304	1,10861	18,1398	81,6771
December	6	Traffic	Center	45	0	326,732	0,761353	18,0087	80,1218
December	7	Traffic	Center	48	0	287,182	1,54151	18,2405	79,4895
December	8	Traffic	Center	48	0	304,083	1,0182	18,8731	75,28
December	9	Traffic	Center	65	0	253,056	0,412273	19,7143	71,4944
December	10	Traffic	Center	47	0	88,6327	0,397887	21,6138	59,9389
December	11	Traffic	Center	44	0	54,4939	0,522106	23,683	51,3187
December	12	Traffic	Center	35	0	119,478	0,412106	24,7525	48,4004
December	13	Traffic	Center	26	0	102,702	0,604521	24,5393	49,4303
December	14	Traffic	Center	15	0	173,032	0,453274	24,4733	49,2759
December	15	Traffic	Center	22	0	184,167	0,663788	25,3802	44,0744
December	16	Traffic	Center	14	4,2	128,204	0,773703	22,0181	64,1029
December	17	Traffic	Center	21	0	146,382	0,27195	21,3001	67,8671
December	18	Traffic	Center	18	0	24,339	0,763569	22,0964	62,8211
December	19	Traffic	Center	15	0	39,571	0,605465	21,495	68,5073
December	20	Traffic	Center	19	0,3	2,89711	0,426756	20,2056	77,6113
December	21	Traffic	Center	10	0,6	255,014	0,464502	19,2792	85,4737
December	23	Traffic	Center	11	0,1	192,758	0,651388	18,7412	84,129
December	0	Traffic	Center	11	0	210,948	0,694392	18,1574	85,1229
December	15	Traffic	Center	26	0	349,897	0,512113	26,8415	34,3534
December	16	Traffic	Center	21	0	233,408	1,53359	24,8955	46,9351
December	17	Traffic	Center	17	0	186,322	1,3514	24,5399	47,0716
December	18	Traffic	Center	24	0	196,25	0,944157	24,3086	45,1669
December	19	Traffic	Center	23	0	219,58	0,9485	23,5217	52,9114
December	20	Traffic	Center	20	0	257,851	0,672604	22,7033	59,618
December	21	Traffic	Center	16	0	291,315	0,375252	22,0858	64,537
December	22	Traffic	Center	15	0	199,319	0,323811	21,7318	63,5934
December	23	Traffic	Center	14	0	220,584	0,489022	21,1116	64,2761
December	0	Traffic	Center	10	0	259,345	0,363121	20,1365	70,3376
December	1	Traffic	Center	16	0	16,0764	0,794357	19,4475	78,3354
December	2	Traffic	Center	15	0	30,5406	0,75439	19,0187	79,9208
December	3	Traffic	Center	21	0	23,2732	0,5015	18,9349	79,64
December	4	Traffic	Center	18	0	20,5256	0,580641	18,722	80,2679
December	5	Traffic	Center	10	0	22,4958	0,710403	18,7216	79,7862
December	6	Traffic	Center	25	0	16,0582	0,633808	18,7077	78,8331
December	7	Traffic	Center	30	0	13,7384	0,560696	18,7117	78,8239
December	8	Traffic	Center	36	0	26,1016	0,155395	19,813	72,0668
December	9	Traffic	Center	36	0	218,901	0,569963	21,4421	63,3595
December	10	Traffic	Center	45	0	215,984	0,45715	22,532	55,8331
December	11	Traffic	Center	51	0	6,42778	0,652427	24,0582	50,2313
December	12	Traffic	Center	46	0	15,9068	1,07575	23,939	51,3316
December	13	Traffic	Center	27	0	19,2593	1,48408	24,5654	48,3625
December	14	Traffic	Center	38	0	21,5276	1,27612	24,9061	45,248
December	15	Traffic	Center	38	0	19,152	1,24736	25,5593	42,8246
December	17	Traffic	Center	28	0	22,8753	1,2344	24,8792	47,0721
December	18	Traffic	Center	29	0	15,2209	0,719569	23,3395	53,8722
December	19	Traffic	Center	25	0	27,1148	0,723316	22,2447	60,5552
December	20	Traffic	Center	23	9,3	317,423	0,44746	20,0133	75,0335
December	22	Traffic	Center	4	1,6	172,801	0,340466	16,225	96,2915
December	23	Traffic	Center	10	0,4	266,334	0,340012778	16,5128	95,5567
December	0	Traffic	Center	13	0,1	242,707	0,284915	17,0214	92,7666
December	1	Traffic	Center	23	0,1	249,122	0,142572	17,1879	90,0723
December	2	Traffic	Center	24	0	323,027	0,428787	17,3918	82,4578
December	3	Traffic	Center	26	0	298,021	0,462224	17,1229	85,8567
December	4	Traffic	Center	19	0	26,141	0,826259	16,7882	86,3225
December	5	Traffic	Center	26	0	26,3439	0,937136	16,4266	86,1517
December	6	Traffic	Center	35	0	346,175	1,14909	16,1807	85,1625
December	7	Traffic	Center	51	0	344,805	0,904487	16,4017	82,4496
December	8	Traffic	Center	43	0	237,382	0,547504	17,9389	74,3886
December	9	Traffic	Center	63	0	11,006	0,388535	19,2547	67,2806
December	10	Traffic	Center	32	0	58,8927	0,564708	21,0619	54,9819
December	11	Traffic	Center	35	0	21,4506	0,445835	22,9824	49,8842
December	12	Traffic	Center	26	0	4,70039	0,474683	24,7022	43,4331
December	13	Traffic	Center	21	0	17,3402	1,24831	25,1937	41,7311
December	14	Traffic	Center	20	0	19,2059	1,38048	25,1774	45,448
December	15	Traffic	Center	18	0	17,6532	1,54851	25,4761	46,8886
December	16	Traffic	Center	21	0	17,8509	1,55944	26,0796	43,3208
December	17	Traffic	Center	28	0	23,7711	0,836357	25,1206	50,4653
December	18	Traffic	Center	22	0	26,1857	1,32013	22,2671	61,7797
December	19	Traffic	Center	26	0	19,9995	1,52225	20,7724	68,8673
December	20	Traffic	Center	15	0	18,0897	0,969148	20,4455	70,1687
December	21	Traffic	Center	15	0	24,5944	0,829378	20,3468	70,6115
December	22	Traffic	Center	13	0	21,5367	0,971794	20,1054	72,2274
December	23	Traffic	Center	18	0	16,5501	0,734982	19,593	75,9234
December	0	Traffic	Center	18	0	11,9271	0,684625	19,2997	77,3733
December	1	Traffic	Center	15	0	26,1472	0,766035	18,933	79,4875
December	2	Traffic	Center	18	0	12,6851	0,919061	18,6612	79,6829
December	3	Traffic	Center	14	0	23,1646	0,862536	18,5231	77,5325
December	4	Traffic	Center	14	0	18,1479	0,961692	18,3451	77,2236
December	5	Traffic	Center	20	0	17,496	0,729766	18,0691	78,4524
December	6	Traffic	Center	24	0	27,7053	0,941466	18,1842	76,016
December	7	Traffic	Center	35	0	21,8297	0,783135	18,0149	77,0406
December	8	Traffic	Center	39	0	28,9728	0,921107	18,7744	73,043
December	9	Traffic	Center	34	0	36,5998	0,733261	20,5869	61,6832
December	10	Traffic	Center	19	0	25,6515	1,13325	22,5777	48,5492
December	11	Traffic	Center	28	0	29,5328	1,08295	24,1573	42,4087
December	12	Traffic	Center	29	0	15,8537	1,31516	25,8308	38,4429
December	13	Traffic	Center	20	0	18,8936	1,58676	26,6022	37,4614
December	14	Traffic	Center	9	0	17,2109	1,09452	27,7233	34,9045
December	15	Traffic	Center	11	0	14,7119	1,25325	27,9562	34,1964
December	16	Traffic	Center	26	0	18,8943	1,54671	27,6654	37,0037
December	17	Traffic	Center	21	0	17,6751	1,11479	26,9878	40,0065
December	18	Traffic	Center	24	0	18,5218	1,11727	25,023	48,3438
December	19	Traffic	Center	35	0	23,7998	1,21209	23,4671	56,6249
December	20	Traffic	Center	32	0	18,6141	0,902805267	22,0856	64,6476
